Date,ABEV3,AZUL4,B3SA3,BBAS3,BBDC4,BBSE3,BHIA3,BRFS3,CMIG4,COGN3,CPFE3,CVCB3,EGIE3,ELET3,EQTL3,GOAU4,HAPV3,ITSA4,ITUB4,KLBN11,MGLU3,MRVE3,PETR3,PETR4,RADL3,RENT3,SBSP3,SUZB3,TOTS3,VALE3
2024-01-03,-0.008023317656011608,-0.033333318195645556,-0.0028229124072496337,0.000913137875691028,0.0011340625370870328,-0.004426026190310073,-0.012612643109136235,-0.049056583952587274,0.011463914955479382,0.002976122151317373,0.0015621289645764147,-0.006097555213709138,-0.00044905822036023224,-0.0011979784792801595,0.0054284946563945,-0.0064995794512081595,-0.011655011931377413,-0.0019666120417611843,-0.011038419051989656,0.014265965896465449,-0.02439023890402392,-0.025186609238630697,0.0340449062567858,0.03123351183407852,-0.0003421556057553454,-0.005876502656116944,-0.002172941321755606,0.005622063165306335,-0.00121205042518302,-0.005191225517601317
2024-01-04,0.0036764115275540465,-0.026037993284012018,-0.029016255848161032,-0.010582070735487337,-0.01373121324216775,0.0071130699956136745,-0.055656902787783236,-0.0023810303623770235,-0.00435929737082108,-0.035608220201544194,-0.005978672600419621,-0.021472372223182323,-0.0029214281856136948,-0.008635125208257044,-0.01023009438132827,-0.009345708149280152,-0.030660390089992107,-0.012807877784679622,-0.006636274402815778,-0.007713241596040921,-0.03500003465963508,-0.061243961849741235,-0.016216433226618032,-0.008470248563600347,0.0023971144354104634,-0.020853871936458268,-0.011705430802126826,-0.015148725253719575,-0.026092249202144147,-0.013437772146640103
2024-01-05,-0.0036629450342055003,-0.0007225598823397128,0.018221572713171152,0.011986104345292015,0.021791472211137197,-0.008828675471565406,0.004830843982388977,0.015115460350779708,0.010508039920436252,0.027692274076147605,0.0005229247434281881,-0.0031347931924397,-0.0015777813531734353,-0.0016936857126994553,-0.0014356015770007335,0.004716889177112327,0.03892940470858042,0.020958257487833087,0.02338275358310371,0.011888457756122017,0.020725363224172177,0.00509676196960851,0.008741296957324618,0.0023298908602569224,0.00785785617261836,0.014589965834298502,-0.0035808529698322378,-0.010254612880699732,0.005607453304204091,-0.012827343185400575
2024-01-08,0.008088211949753621,0.07664500545656172,0.022190442927736864,0.008564000363653124,-0.0077012658188598815,-0.004750540701073502,0.06730776813608941,-0.004702194598183995,0.01819754261806983,0.008981976440989081,-0.00679556541921944,0.04402511432283096,-0.007223483987972568,-0.0048472536541313005,-0.00230012810508462,0.003755853018307498,0.037470752496586934,-0.0068424839984345676,-0.010682485739116787,0.012200627186918833,0.06091373914200626,0.019269831711297147,-0.018568998110337076,-0.007489606005708582,-0.011186368032084948,0.03801650434251491,0.012577803605856586,0.012950983255877402,0.006505680481620368,-0.005090379072468343
2024-01-09,-0.00656456695684593,-0.004701185150067899,-0.01540617722811144,-0.014995394138869411,-0.02686566911558308,-0.003579946509319476,-0.013513564599060723,0.0015747775027639133,0.02127661688819793,-0.011869382512645132,0.013157894736842035,0.024096434859411042,0.009777344582863723,0.015099801124470735,0.007204557158965619,-0.04583716130978499,0.0022573594095984806,0.0019682004809564724,-0.0005999319140976844,-0.014732056645292868,0.0239234406480493,-0.006965238524380246,-0.005550004237766526,-0.008587325840064386,-0.005142253965457533,-0.00939480868551057,0.0025933997461593528,-0.012237376967372704,0.0012310158235735447,-0.012656502058549512
2024-01-10,0.010279110423995652,-0.00877193772725382,-0.009957316228834334,-0.0016508212859223104,-0.017177861907211822,-0.006287536063849353,-0.034703207402742464,-0.003144680017807544,0.0008333133859670383,-0.0030030076404362616,0.0010389848188920858,-0.04411767387060073,-0.0020266261118713214,0.025911589809239244,0.013733980593088724,-0.019607860748620753,0.0022522752149489733,-0.002946962743849313,-0.0009002207855033362,0.008155724674952847,0.018691565850903924,-0.0470941217347165,-0.009893470225366352,-0.009186154938382818,-0.011371393093191129,0.012698899920840834,0.0178353214822351,-0.005732258554884906,-0.0027666355030125933,-0.015000657416863405
2024-01-11,-0.014534950220752796,-0.031994508289987844,0.002155155088429117,0.006797689607947577,-0.004993849320641397,0.002711708276662561,-0.06338695322971699,-0.014195585059407656,0.0066612156854739535,-0.006024105716365469,-0.010897819762981986,-0.00923076042762172,-0.013763533136594397,0.010523831750394619,-0.0158059553483606,-0.003999983305833732,-0.02696633785404967,-0.004925813209146979,0.0018022088149614035,-0.0035955692036913067,0.0,-0.11777075274484705,0.010248472556845245,0.008476788807572078,-0.01812492583525771,-0.03158733324432028,0.02447832716885312,0.007253116073666188,-0.0003082433898482506,0.0052609270898493765
2024-01-12,0.002212369108048673,-0.01758087168111122,0.010752743894063332,0.005839476360872897,-0.008155485677604268,0.0018029165340873732,0.015151573533783491,0.029600029234441827,0.0008270456082977162,0.006060615504873024,-0.01626440055763434,0.02795028365516994,-0.01372682478144982,-0.006479985177267333,0.0,-0.0010041396102569156,0.04618937861368422,0.004950196954694341,0.0011994317407195698,0.013531910442490247,0.03669729986299952,-0.06793803913429108,0.005326018591544468,0.0026266267041177294,-0.0007099221459682115,-0.00016390135407473583,0.005875417509649594,-0.010708998683421789,0.009867312015712448,-0.01267040170431799
2024-01-15,0.0,-0.02362204133130197,0.002127572156638058,0.01959360360851581,0.003795084212095068,0.010497808729004632,0.00597009600036591,0.02020207251676065,0.004132389845826312,0.006024105716365469,0.00266662597656242,0.012084580829157865,0.0053352370894166334,0.013044694304319426,0.02208202036097906,0.005025233074340774,0.006622584221445793,0.006896763126267302,0.001797100657368489,0.008455855116639377,0.008849592891029046,0.005115084523652724,0.010090825814034199,0.01074161805351781,-0.006749642147053758,0.002950908236438732,0.003374944945416347,0.0052258349245777325,-0.009465573812366013,-0.0019527174885918264
2024-01-16,-0.017660035067725177,-0.05278594200192033,-0.010615696521617979,-0.0056940841218316995,-0.008821923459231162,-0.006233277206908028,-0.04747770114109828,-0.007616245960742396,-0.02469153203821617,-0.0419161588842788,-0.011170164521000836,-0.0179104311903322,-0.023073418374263688,-0.03380098299876566,-0.011223239890625347,-0.024000001628699197,-0.024122828787578765,-0.016634130577609096,-0.014050881199450305,-0.027802515465685018,-0.043859730747526915,-0.012722633961057661,-0.010989119187957752,-0.012441925776439877,-0.008225947872676498,-0.014710730689724394,-0.01423033022763176,-0.017452711411346633,-0.006781776332667633,-0.012998000673834387
